height,geometry
4,"POLYGON ((245145.0133999996 2551519.1054999996, 245143.21210000012 2551507.696900001, 245130.60259999987 2551509.498299999, 245131.20299999975 2551520.306399999, 245133.60479999986 2551520.9069, 245145.0133999996 2551519.1054999996))"
7,"POLYGON ((246424.2622999996 2551515.469900001, 246418.85819999967 2551507.0636, 246397.84229999967 2551517.8718, 246403.84690000024 2551527.4790000003, 246424.2622999996 2551515.469900001))"
6,"POLYGON ((244624.3808000004 2551529.8277000003, 244623.81929999962 2551511.2996999994, 244615.4129999997 2551511.9002, 244613.6116000004 2551517.9047, 244610.60940000042 2551516.1033999994, 244611.8103 2551511.2996999994, 244608.8080000002 2551506.496099999, 244595.82519999985 2551508.118899999, 244591.3947999999 2551507.0965, 244588.3925999999 2551508.2974999994, 244586.59119999968 2551528.7128999997, 244599.80119999964 2551527.512, 244598.60030000005 2551510.0988, 244600.40160000045 2551511.9002, 244602.2569000004 2551529.2157000005, 244624.3808000004 2551529.8277000003), (244605.20529999956 2551518.5052000005, 244605.20529999956 2551517.304300001, 244608.20749999955 2551517.9047, 244605.20529999956 2551518.5052000005))"
13,"POLYGON ((244936.05539999995 2551522.7083, 244937.25629999954 2551508.8979, 244932.45270000026 2551505.8956000004, 244924.14290000033 2551506.9343, 244922.2450000001 2551522.1078999992, 244930.05090000015 2551525.7106, 244936.05539999995 2551522.7083), (244926.44820000045 2551513.1010999996, 244928.84999999963 2551513.1010999996, 244928.84999999963 2551514.301999999, 244926.44820000045 2551513.1010999996))"
4,"POLYGON ((245125.79889999982 2551515.502800001, 245125.19849999994 2551507.696900001, 245110.18709999975 2551508.8978000004, 245107.57650000043 2551518.035, 245112.58889999986 2551519.7060000002, 245125.79889999982 2551515.502800001))"
24,"POLYGON ((247291.1213999996 2551549.4590000007, 247286.8376000002 2551528.0384, 247288.17030000035 2551505.3835000005, 247263.33559999987 2551508.4879, 247263.33579999954 2551529.0156999994, 247265.35699999984 2551551.9222, 247291.1213999996 2551549.4590000007))"
13,"POLYGON ((245040.2396999998 2551518.350400001, 245037.6191999996 2551506.2959000003, 245013.42109999992 2551512.0671999995, 245015.98330000043 2551524.0238000005, 245040.2396999998 2551518.350400001))"
6,"POLYGON ((245298.7296000002 2551518.5052000005, 245296.9282999998 2551507.0965, 245295.12689999957 2551505.2951999996, 245286.12009999994 2551509.498400001, 245290.32330000028 2551520.9069999997, 245298.7296000002 2551518.5052000005))"
5,"POLYGON ((244565.57529999968 2551509.498400001, 244565.57529999968 2551504.694700001, 244557.16899999976 2551506.496099999, 244557.16899999976 2551509.498400001, 244565.57529999968 2551509.498400001))"
3,"POLYGON ((245101.5077999998 2551515.284600001, 245097.57760000043 2551503.4937999994, 245082.56620000023 2551507.0965, 245085.7918999996 2551519.9992999993, 245101.5077999998 2551515.284600001))"
8,"POLYGON ((245519.09630000032 2551518.5052000005, 245519.09630000032 2551504.694700001, 245508.28809999954 2551505.8956000004, 245508.28809999954 2551519.1055999994, 245519.09630000032 2551518.5052000005))"
15,"POLYGON ((245994.33719999995 2551515.469900001, 245997.33949999977 2551508.865, 245994.33719999995 2551504.0613, 245984.73000000045 2551505.8627000004, 245985.33040000033 2551516.0703999996, 245994.33719999995 2551515.469900001))"
6,"POLYGON ((245312.54009999987 2551516.7038000003, 245308.33690000046 2551502.8934000004, 245298.7296000002 2551506.496099999, 245302.59350000042 2551520.0194000006, 245312.54009999987 2551516.7038000003))"
7,"POLYGON ((245805.37129999977 2551518.8916999996, 245804.17040000018 2551504.480799999, 245778.35080000013 2551505.6817000005, 245779.55179999955 2551519.4921000004, 245805.37129999977 2551518.8916999996))"
8,"POLYGON ((245831.7912999997 2551517.6908, 245833.5926000001 2551503.8803000003, 245809.5745000001 2551506.2820999995, 245810.17489999998 2551518.8916999996, 245831.7912999997 2551517.6908), (245820.98309999984 2551506.2820999995, 245821.58349999972 2551506.2820999995, 245821.58349999972 2551506.8826, 245820.98309999984 2551506.2820999995))"
4,"POLYGON ((244804.46829999983 2551512.2375000007, 244801.55370000005 2551503.4937999994, 244782.9397 2551501.692500001, 244783.5943 2551514.1317999996, 244804.46829999983 2551512.2375000007))"
5,"POLYGON ((246638.13900000043 2551514.1591, 246631.53399999999 2551500.3487, 246620.72580000013 2551505.752800001, 246628.53170000017 2551520.1636999995, 246638.13900000043 2551514.1591))"
7,"POLYGON ((244554.76709999982 2551507.0965, 244552.3652999997 2551499.8911000006, 244541.55709999986 2551502.2929, 244542.15759999957 2551508.8979, 244554.76709999982 2551507.0965))"
4,"POLYGON ((245350.96910000034 2551509.498400001, 245345.14919999987 2551500.1865, 245330.38179999962 2551504.4931000005, 245332.54360000044 2551514.5812999997, 245350.96910000034 2551509.498400001))"
3,"POLYGON ((246166.66750000045 2551510.0659, 246164.86620000005 2551501.0591, 246151.05570000038 2551501.0591, 246149.25439999998 2551511.2667999994, 246155.85940000042 2551512.467700001, 246166.66750000045 2551510.0659))"
5,"POLYGON ((246689.17760000005 2551509.9560000002, 246683.17300000042 2551499.1478000004, 246670.95519999973 2551505.2567, 246675.9676000001 2551517.1613999996, 246689.17760000005 2551509.9560000002))"
6,"POLYGON ((247069.9735000003 2551513.204500001, 247069.37299999967 2551504.7981000002, 247047.7566999998 2551499.9945, 247042.35259999987 2551501.7959000003, 247042.95299999975 2551513.8049, 247069.9735000003 2551513.204500001))"
18,"POLYGON ((247191.86560000014 2551521.010399999, 247189.46380000003 2551501.1953999996, 247161.84289999958 2551503.5972000007, 247161.84289999958 2551523.4122, 247191.86560000014 2551521.010399999))"
12,"POLYGON ((244743.91009999998 2551512.500600001, 244743.91009999998 2551511.2996999994, 244745.7115000002 2551511.2996999994, 244748.11330000032 2551508.8979, 244746.9123999998 2551502.2929, 244730.09970000014 2551499.2906, 244727.93350000028 2551500.7347999997, 244733.0893000001 2551517.9111, 244743.91009999998 2551512.500600001))"
12,"POLYGON ((244863.40050000045 2551504.0943, 244864.60140000004 2551504.0943, 244864.15890000015 2551505.4214999992, 244863.40050000045 2551504.0943, 244860.99870000035 2551499.8911000006, 244856.7955 2551499.8911000006, 244857.39599999972 2551507.6970000006, 244871.20639999956 2551504.694700001, 244871.80680000037 2551499.8911000006, 244865.80229999963 2551500.4915999994, 244865.20189999975 2551503.4937999994, 244863.40050000045 2551504.0943))"
3,"POLYGON ((245911.4746000003 2551512.467700001, 245913.27589999977 2551501.0591, 245900.06599999964 2551501.659499999, 245902.46779999975 2551512.467700001, 245911.4746000003 2551512.467700001))"
7,"POLYGON ((247101.79750000034 2551512.6040000003, 247101.2402999997 2551500.343800001, 247072.93560000043 2551504.837099999, 247073.5762 2551513.8049, 247101.79750000034 2551512.6040000003))"
10,"POLYGON ((245857.0103000002 2551517.0902999993, 245858.81170000043 2551500.2775999997, 245838.3962000003 2551501.4784999993, 245838.99670000002 2551514.6885, 245857.0103000002 2551517.0902999993))"
5,"POLYGON ((246254.33519999962 2551517.2707, 246267.10369999986 2551511.595899999, 246263.82809999958 2551498.737400001, 246248.9297000002 2551505.8627000004, 246254.33519999962 2551517.2707))"
8,"POLYGON ((247155.23790000007 2551514.4054000005, 247155.23790000007 2551500.5950000007, 247136.6239 2551499.3939999994, 247137.22429999989 2551515.6063, 247155.23790000007 2551514.4054000005))"
3,"POLYGON ((246043.6299999999 2551507.0738999993, 246042.9740000004 2551499.858100001, 246032.76630000025 2551500.4585999995, 246033.37829999998 2551510.2511, 246036.3728 2551510.491800001, 246043.6299999999 2551507.0738999993))"
5,"POLYGON ((245243.7882000003 2551506.7962999996, 245242.58729999978 2551497.7895, 245225.77460000012 2551502.5932, 245226.9754999997 2551506.7962999996, 245231.17870000005 2551507.997300001, 245243.7882000003 2551506.7962999996))"
13,"POLYGON ((244979.88860000018 2551505.8956000004, 244979.88860000018 2551496.888800001, 244965.4776999997 2551499.2906, 244968.4798999997 2551508.2974999994, 244973.28359999973 2551508.8979, 244979.88860000018 2551505.8956000004))"
6,"POLYGON ((245429.77560000028 2551504.9064000007, 245428.57469999976 2551498.901900001, 245415.3646999998 2551498.3014, 245415.3646999998 2551505.5068999995, 245425.57249999978 2551507.3082, 245429.77560000028 2551504.9064000007))"
3,"POLYGON ((246027.36220000032 2551511.8672, 246027.96270000003 2551497.4562999997, 246015.95359999966 2551498.6571999993, 246017.15450000018 2551511.2667999994, 246024.35989999957 2551512.467700001, 246027.36220000032 2551511.8672))"
3,"POLYGON ((245171.43780000042 2551505.1180000007, 245171.43780000042 2551497.4722000007, 245162.19079999998 2551497.4722000007, 245164.2324000001 2551506.3189000003, 245171.43780000042 2551505.1180000007))"
3,"POLYGON ((246060.98759999964 2551510.0659, 246060.38719999976 2551497.4562999997, 246049.5789999999 2551498.0568000004, 246048.9785000002 2551510.6663000006, 246057.38489999995 2551511.2667999994, 246060.98759999964 2551510.0659))"
5,"POLYGON ((247373.85390000045 2551507.5358000007, 247372.65299999993 2551497.9285000004, 247334.2240000004 2551496.1272, 247334.82440000027 2551506.334899999, 247373.85390000045 2551507.5358000007))"
6,"POLYGON ((246198.4916000003 2551510.6663000006, 246193.08750000037 2551496.2554, 246183.4802000001 2551500.4585999995, 246181.6788999997 2551517.8718, 246182.87980000023 2551518.4722000007, 246198.4916000003 2551510.6663000006))"
5,"POLYGON ((246801.46250000037 2551512.3577999994, 246802.06290000025 2551496.1455000006, 246787.65199999977 2551496.1455000006, 246786.45110000018 2551512.9582, 246793.65660000034 2551514.1591, 246801.46250000037 2551512.3577999994))"
6,"POLYGON ((246244.1261 2551504.661800001, 246239.32249999978 2551494.4540999997, 246227.69730000012 2551501.429199999, 246232.8861999996 2551509.290100001, 246244.1261 2551504.661800001))"
6,"POLYGON ((245365.9804999996 2551506.496099999, 245359.37550000008 2551492.6855999995, 245350.96910000034 2551495.6878999993, 245356.37320000026 2551509.498400001, 245365.9804999996 2551506.496099999))"
11,"POLYGON ((247017.13350000046 2551520.4099000003, 247016.53309999965 2551493.3894999996, 246996.11760000046 2551493.99, 246996.71810000017 2551512.0035999995, 247001.5217000004 2551512.6040000003, 247000.32079999987 2551513.8049, 246996.71810000017 2551513.8049, 246997.31850000005 2551521.6108, 247017.13350000046 2551520.4099000003))"
11,"POLYGON ((247035.74760000035 2551521.6108, 247034.54669999983 2551492.789000001, 247019.53529999964 2551494.590399999, 247019.53529999964 2551521.010399999, 247035.74760000035 2551521.6108))"
13,"POLYGON ((244808.15869999956 2551498.690199999, 244808.15869999956 2551492.6855999995, 244797.01290000044 2551493.2721999995, 244797.61539999954 2551498.690199999, 244808.15869999956 2551498.690199999))"
5,"POLYGON ((245289.83069999982 2551501.6384999994, 245286.4620000003 2551491.6812999994, 245277.11330000032 2551495.6878999993, 245280.11560000014 2551505.2951999996, 245281.31649999972 2551505.8956000004, 245289.83069999982 2551501.6384999994))"
16,"POLYGON ((246144.89350000024 2551503.7102000006, 246145.65160000045 2551493.853599999, 246132.44170000032 2551493.2531000003, 246131.84119999968 2551502.26, 246144.89350000024 2551503.7102000006))"
5,"POLYGON ((246654.35120000038 2551506.9537000004, 246655.55209999997 2551505.1523, 246645.34439999983 2551491.3419000003, 246633.9358000001 2551496.1455000006, 246643.54310000036 2551513.558700001, 246654.35120000038 2551506.9537000004))"
15,"POLYGON ((246722.2039999999 2551506.9532999992, 246734.34869999997 2551503.7148, 246731.20940000005 2551491.9422999993, 246723.40350000001 2551492.5428, 246722.2039999999 2551506.9532999992))"
12,"POLYGON ((245005.7081000004 2551500.4915999994, 245005.10759999976 2551499.8911000006, 245005.7081000004 2551499.8911000006, 245005.7081000004 2551500.4915999994, 245008.10989999957 2551498.0897000004, 245006.30850000028 2551492.0852000006, 245001.50490000006 2551491.4847, 245000.30399999954 2551496.888800001, 244983.49129999988 2551498.0897000004, 244987.27240000013 2551511.7015000004, 245003.76879999973 2551508.2480999995, 245005.7081000004 2551500.4915999994), (245000.90450000018 2551499.8911000006, 245000.90450000018 2551499.2906, 245000.90450000018 2551499.8911000006, 245000.90450000018 2551499.8911000006), (244993.09860000014 2551500.4915999994, 244992.49810000043 2551500.4915999994, 244992.49810000043 2551499.8911000006, 244993.09860000014 2551500.4915999994), (244991.2971999999 2551498.0897000004, 244993.69900000002 2551498.0897000004, 244993.69900000002 2551498.690199999, 244991.2971999999 2551498.0897000004))"
8,"POLYGON ((245462.05310000014 2551502.8934000004, 245460.85219999962 2551493.2861, 245447.64219999965 2551491.4847, 245438.03500000015 2551497.4892999995, 245438.63540000003 2551502.2929, 245454.8476999998 2551503.4937999994, 245462.05310000014 2551502.8934000004))"
3,"POLYGON ((245081.9656999996 2551501.092, 245080.16440000013 2551490.884299999, 245073.55939999968 2551493.2861, 245075.9611999998 2551501.692500001, 245081.9656999996 2551501.092))"
9,"POLYGON ((245660.20260000043 2551513.7008999996, 245656.60020000022 2551506.496099999, 245646.39250000007 2551504.694700001, 245630.1802000003 2551508.2974999994, 245625.37660000008 2551506.496099999, 245625.37660000008 2551501.092, 245629.77979999967 2551500.2914000005, 245631.9815999996 2551496.888800001, 245633.1825000001 2551496.888800001, 245633.1825000001 2551495.0875000004, 245626.57749999966 2551495.6878999993, 245626.57749999966 2551497.4892999995, 245625.37660000008 2551497.4892999995, 245623.57529999968 2551492.6855999995, 245610.3652999997 2551492.6855999995, 245607.9634999996 2551511.2996999994, 245635.03409999982 2551519.1953999996, 245660.20260000043 2551513.7008999996), (245625.97709999979 2551498.690199999, 245626.57749999966 2551498.690199999, 245626.57749999966 2551499.2906, 245625.97709999979 2551498.690199999))"
5,"POLYGON ((246703.29889999982 2551501.1085, 246699.5148 2551490.700200001, 246686.17530000024 2551494.944599999, 246691.57940000016 2551507.554199999, 246703.29889999982 2551501.1085))"
4,"POLYGON ((245130.03500000015 2551501.4496, 245131.20299999975 2551503.4936999995, 245141.4106999999 2551501.692399999, 245139.00889999978 2551493.8863999993, 245110.18709999975 2551492.6854999997, 245110.18709999975 2551504.694599999, 245130.03500000015 2551501.4496))"
4,"POLYGON ((244847.78870000038 2551520.306500001, 244850.19049999956 2551493.886600001, 244849.58999999985 2551489.6833999995, 244836.5482999999 2551490.3354, 244837.4227 2551520.306500001, 244847.78870000038 2551520.306500001), (244845.98730000015 2551502.8934000004, 244846.58779999986 2551502.8934000004, 244846.58779999986 2551503.4937999994, 244845.98730000015 2551502.8934000004))"
15,"POLYGON ((245269.30740000028 2551497.4892999995, 245268.10649999976 2551489.0829000007, 245259.09970000014 2551490.2838000003, 245260.30059999973 2551498.0897000004, 245269.30740000028 2551497.4892999995))"
17,"POLYGON ((245999.1409 2551499.858100001, 245999.1409 2551489.6503999997, 245990.13410000037 2551488.4495, 245986.53129999992 2551489.0500000007, 245987.13179999962 2551499.858100001, 245999.1409 2551499.858100001))"
5,"POLYGON ((245377.38910000026 2551497.4892999995, 245370.78409999982 2551487.2816000003, 245362.3777999999 2551490.884299999, 245368.98280000035 2551503.4937999994, 245377.38910000026 2551497.4892999995))"
4,"POLYGON ((246113.82760000043 2551502.26, 246116.2293999996 2551495.6549999993, 246115.02850000001 2551487.2486000005, 246105.42119999975 2551488.4495, 246103.61990000028 2551501.0591, 246113.82760000043 2551502.26))"
